"BillNo","Itemname","Quantity","Date","Price","CustomerID","Country","YearMonth","PurchaseCategory"
"569724","PINK POLKADOT WRAP",50,2011-10-06,0.36,15061,"United Kingdom","2011-10","Bulk"
"569724","SLEEPING CAT ERASERS",90,2011-10-06,0.16,15061,"United Kingdom","2011-10","Bulk"
"569724","WRAP PINK FAIRY CAKES",50,2011-10-06,0.42,15061,"United Kingdom","2011-10","Bulk"
"569730","BLUE HAPPY BIRTHDAY BUNTING",50,2011-10-06,4.65,16422,"United Kingdom","2011-10","Bulk"
"569730","PINK POLKADOT BOWL",72,2011-10-06,1.06,16422,"United Kingdom","2011-10","Bulk"
"569730","MINI PAINT SET VINTAGE",36,2011-10-06,0.65,16422,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG OWLS",30,2011-10-06,2.08,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG VINTAGE CHRISTMAS",40,2011-10-06,2.08,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG 50'S CHRISTMAS",30,2011-10-06,2.08,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG APPLES",120,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG PEARS",120,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","PAPERWEIGHT SAVE THE PLANET",100,2011-10-06,2.1,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG RED RETROSPOT",140,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG STRAWBERRY",120,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG VINTAGE LEAF",110,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO  BAG BAROQUE BLACK WHITE",130,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",100,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG ALPHABET",110,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO SHOPPER VINTAGE RED PAISLEY",130,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569740","JUMBO BAG VINTAGE DOILY",220,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569781","MULTI COLOUR SILVER T-LIGHT HOLDER",192,2011-10-06,0.72,13199,"United Kingdom","2011-10","Bulk"
"569781","EMPIRE GIFT WRAP",50,2011-10-06,0.42,13199,"United Kingdom","2011-10","Bulk"
"569815","WOODEN PICTURE FRAME WHITE FINISH",72,2011-10-06,2.1,15838,"United Kingdom","2011-10","Bulk"
"569815","PIGGY BANK RETROSPOT",96,2011-10-06,2.1,15838,"United Kingdom","2011-10","Bulk"
"569815","CHILDRENS APRON SPACEBOY DESIGN",60,2011-10-06,1.65,15838,"United Kingdom","2011-10","Bulk"
"569815","PINK FAIRY CAKE CHILDRENS APRON",60,2011-10-06,1.65,15838,"United Kingdom","2011-10","Bulk"
"569815","RETROSPOT CHILDRENS APRON",60,2011-10-06,1.65,15838,"United Kingdom","2011-10","Bulk"
"569815","CERAMIC STRAWBERRY CAKE MONEY BANK",72,2011-10-06,1.25,15838,"United Kingdom","2011-10","Bulk"
"569815","HAND WARMER SCOTTY DOG DESIGN",288,2011-10-06,1.79,15838,"United Kingdom","2011-10","Bulk"
"569815","HAND WARMER OWL DESIGN",288,2011-10-06,1.79,15838,"United Kingdom","2011-10","Bulk"
"569815","HAND WARMER RED RETROSPOT",96,2011-10-06,1.79,15838,"United Kingdom","2011-10","Bulk"
"569815","HAND WARMER UNION JACK",192,2011-10-06,1.79,15838,"United Kingdom","2011-10","Bulk"
"569815","FELTCRAFT 6 FLOWER FRIENDS",280,2011-10-06,1.85,15838,"United Kingdom","2011-10","Bulk"
"569815","SET OF 3 NOTEBOOKS IN PARCEL",672,2011-10-06,1.45,15838,"United Kingdom","2011-10","Bulk"
"569815","SET3 BOOK BOX GREEN GINGHAM FLOWER",64,2011-10-06,3.75,15838,"United Kingdom","2011-10","Bulk"
"569815","WOODEN HAPPY BIRTHDAY GARLAND",144,2011-10-06,2.55,15838,"United Kingdom","2011-10","Bulk"
"569815","JUMBO BAG PINK POLKADOT",700,2011-10-06,1.79,15838,"United Kingdom","2011-10","Bulk"
"569815","CHILDRENS CUTLERY RETROSPOT RED",48,2011-10-06,3.75,15838,"United Kingdom","2011-10","Bulk"
"569815","CHILDRENS CUTLERY POLKADOT BLUE",24,2011-10-06,3.75,15838,"United Kingdom","2011-10","Bulk"
"569815","RECYCLING BAG RETROSPOT",700,2011-10-06,1.85,15838,"United Kingdom","2011-10","Bulk"
"569815","TOY TIDY PINK POLKADOT",500,2011-10-06,1.85,15838,"United Kingdom","2011-10","Bulk"
"569815","JUMBO BAG RED RETROSPOT",1000,2011-10-06,1.79,15838,"United Kingdom","2011-10","Bulk"
"569815","JUMBO BAG STRAWBERRY",600,2011-10-06,1.79,15838,"United Kingdom","2011-10","Bulk"
"569839","JUMBO BAG OWLS",300,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569839","JUMBO BAG ALPHABET",200,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569839","JUMBO BAG APPLES",400,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569839","JUMBO BAG STRAWBERRY",100,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569839","JUMBO BAG PINK POLKADOT",200,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569839","JUMBO BAG RED RETROSPOT",100,2011-10-06,1.79,15769,"United Kingdom","2011-10","Bulk"
"569857","JUMBO BAG RED RETROSPOT",200,2011-10-06,1.95,12939,"United Kingdom","2011-10","Bulk"
"569857","JUMBO BAG WOODLAND ANIMALS",200,2011-10-06,1.95,12939,"United Kingdom","2011-10","Bulk"
"569857","JUMBO BAG PINK VINTAGE PAISLEY",200,2011-10-06,1.95,12939,"United Kingdom","2011-10","Bulk"
"569857","FELTCRAFT CUSHION RABBIT",96,2011-10-06,3.39,12939,"United Kingdom","2011-10","Bulk"
"569857","FELTCRAFT CUSHION OWL",48,2011-10-06,3.39,12939,"United Kingdom","2011-10","Bulk"
"569858","RED RETROSPOT PLATE",96,2011-10-06,1.45,12939,"United Kingdom","2011-10","Bulk"
"569858","PINK  POLKADOT CUP",96,2011-10-06,0.72,12939,"United Kingdom","2011-10","Bulk"
"569858","PINK  POLKADOT PLATE",96,2011-10-06,1.45,12939,"United Kingdom","2011-10","Bulk"
"569858","CHILDRENS CUTLERY POLKADOT PINK",72,2011-10-06,3.75,12939,"United Kingdom","2011-10","Bulk"
"569858","CHILDRENS CUTLERY POLKADOT BLUE",72,2011-10-06,3.75,12939,"United Kingdom","2011-10","Bulk"
"569869","PINK DRAWER KNOB ACRYLIC EDWARDIAN",36,2011-10-06,1.25,NA,"United Kingdom","2011-10","Bulk"
"569869","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",36,2011-10-06,1.25,NA,"United Kingdom","2011-10","Bulk"
"569869","GREEN DRAWER KNOB ACRYLIC EDWARDIAN",36,2011-10-06,1.25,NA,"United Kingdom","2011-10","Bulk"
"569869","PURPLE DRAWERKNOB ACRYLIC EDWARDIAN",36,2011-10-06,1.25,NA,"United Kingdom","2011-10","Bulk"
"569869","RED DRAWER KNOB ACRYLIC EDWARDIAN",36,2011-10-06,1.25,NA,"United Kingdom","2011-10","Bulk"
"569869","BLUE DRAWER KNOB ACRYLIC EDWARDIAN",36,2011-10-06,1.25,NA,"United Kingdom","2011-10","Bulk"
"570018","JUMBO BAG STRAWBERRY",100,2011-10-07,1.79,13629,"United Kingdom","2011-10","Bulk"
"570018","JUMBO BAG RED RETROSPOT",100,2011-10-07,1.79,13629,"United Kingdom","2011-10","Bulk"
"570018","JUMBO BAG PINK VINTAGE PAISLEY",100,2011-10-07,1.79,13629,"United Kingdom","2011-10","Bulk"
"570089","VICTORIAN GLASS HANGING T-LIGHT",96,2011-10-07,1.65,16839,"United Kingdom","2011-10","Bulk"
"570089","T-LIGHT GLASS FLUTED ANTIQUE",72,2011-10-07,1.06,16839,"United Kingdom","2011-10","Bulk"
"570089","FILIGREE HEART BUTTERFLY WHITE",24,2011-10-07,1.25,16839,"United Kingdom","2011-10","Bulk"
"570089","METAL 4 HOOK HANGER FRENCH CHATEAU",32,2011-10-07,2.75,16839,"United Kingdom","2011-10","Bulk"
"570092","FRYING PAN UNION FLAG",72,2011-10-07,3.75,16029,"United Kingdom","2011-10","Bulk"
"570092","JUMBO STORAGE BAG SUKI",100,2011-10-07,1.74,16029,"United Kingdom","2011-10","Bulk"
"570092","JUMBO BAG STRAWBERRY",100,2011-10-07,1.74,16029,"United Kingdom","2011-10","Bulk"
"570092","JAM MAKING SET PRINTED",192,2011-10-07,1.25,16029,"United Kingdom","2011-10","Bulk"
"570092","JUMBO BAG PINK POLKADOT",200,2011-10-07,1.74,16029,"United Kingdom","2011-10","Bulk"
"570092","JUMBO BAG RED RETROSPOT",300,2011-10-07,1.74,16029,"United Kingdom","2011-10","Bulk"
"570094","RED FLORAL FELTCRAFT SHOULDER BAG",144,2011-10-07,3.39,16029,"United Kingdom","2011-10","Bulk"
"570094","PINK BLUE FELT CRAFT TRINKET BOX",1296,2011-10-07,1.06,16029,"United Kingdom","2011-10","Bulk"
"570094","FELTCRAFT CUSHION OWL",144,2011-10-07,3.39,16029,"United Kingdom","2011-10","Bulk"
"570094","FELTCRAFT DOLL MOLLY",720,2011-10-07,2.55,16029,"United Kingdom","2011-10","Bulk"
"570097","FELTCRAFT 6 FLOWER FRIENDS",600,2011-10-07,1.85,16029,"United Kingdom","2011-10","Bulk"
"570097","FELTCRAFT BUTTERFLY HEARTS",840,2011-10-07,1.25,16029,"United Kingdom","2011-10","Bulk"
"570097","FELTCRAFT CUSHION BUTTERFLY",192,2011-10-07,3.39,16029,"United Kingdom","2011-10","Bulk"
"570097","FELTCRAFT CUSHION RABBIT",240,2011-10-07,3.39,16029,"United Kingdom","2011-10","Bulk"
"570097","PINK BLUE FELT CRAFT TRINKET BOX",1296,2011-10-07,1.06,16029,"United Kingdom","2011-10","Bulk"
"570097","RED FLORAL FELTCRAFT SHOULDER BAG",144,2011-10-07,3.39,16029,"United Kingdom","2011-10","Bulk"
"570097","FELTCRAFT CUSHION OWL",144,2011-10-07,3.39,16029,"United Kingdom","2011-10","Bulk"
"570097","FELTCRAFT DOLL MOLLY",720,2011-10-07,2.3,16029,"United Kingdom","2011-10","Bulk"
"570124","VINTAGE  2 METRE FOLDING RULER",60,2011-10-07,1.65,16989,"United Kingdom","2011-10","Bulk"
"570188","FELTCRAFT PRINCESS CHARLOTTE DOLL",48,2011-10-07,3.39,13763,"United Kingdom","2011-10","Bulk"
"570188","FELTCRAFT PRINCESS OLIVIA DOLL",48,2011-10-07,3.39,13763,"United Kingdom","2011-10","Bulk"
"570188","FELTCRAFT PRINCESS LOLA DOLL",48,2011-10-07,3.39,13763,"United Kingdom","2011-10","Bulk"
"570188","PINK BLUE FELT CRAFT TRINKET BOX",48,2011-10-07,1.25,13763,"United Kingdom","2011-10","Bulk"
"570188","PINK CREAM FELT CRAFT TRINKET BOX",48,2011-10-07,1.25,13763,"United Kingdom","2011-10","Bulk"
"570188","FELTCRAFT BUTTERFLY HEARTS",40,2011-10-07,1.25,13763,"United Kingdom","2011-10","Bulk"
"570188","FELTCRAFT 6 FLOWER FRIENDS",40,2011-10-07,1.85,13763,"United Kingdom","2011-10","Bulk"
"570188","FELTCRAFT CHRISTMAS FAIRY",48,2011-10-07,3.75,13763,"United Kingdom","2011-10","Bulk"
"570188","GARDENERS KNEELING PAD CUP OF TEA",48,2011-10-07,1.45,13763,"United Kingdom","2011-10","Bulk"
"570188","GARDENERS KNEELING PAD KEEP CALM",48,2011-10-07,1.45,13763,"United Kingdom","2011-10","Bulk"
"570188","HAND WARMER UNION JACK",96,2011-10-07,1.85,13763,"United Kingdom","2011-10","Bulk"
"570188","HAND WARMER RED LOVE HEART",96,2011-10-07,1.85,13763,"United Kingdom","2011-10","Bulk"
"570188","KNITTED UNION FLAG HOT WATER BOTTLE",24,2011-10-07,3.75,13763,"United Kingdom","2011-10","Bulk"
"570188","HOT WATER BOTTLE KEEP CALM",24,2011-10-07,4.15,13763,"United Kingdom","2011-10","Bulk"
"570188","LOVE HOT WATER BOTTLE",24,2011-10-07,4.95,13763,"United Kingdom","2011-10","Bulk"
"570248","DOORMAT KEEP CALM AND COME IN",40,2011-10-10,7.08,17809,"United Kingdom","2011-10","Bulk"
"570251","ANTIQUE SILVER T-LIGHT GLASS",24,2011-10-10,1.25,17025,"United Kingdom","2011-10","Bulk"
"570251","EMBOSSED GLASS TEALIGHT HOLDER",24,2011-10-10,1.25,17025,"United Kingdom","2011-10","Bulk"
"570251","VICTORIAN GLASS HANGING T-LIGHT",24,2011-10-10,1.95,17025,"United Kingdom","2011-10","Bulk"
"570251","GLASS BONNE JAM JAR",24,2011-10-10,3.75,17025,"United Kingdom","2011-10","Bulk"
"570265","SET OF 6 SPICE TINS PANTRY DESIGN",24,2011-10-10,3.45,15125,"United Kingdom","2011-10","Bulk"
"570280","3 HEARTS HANGING DECORATION RUSTIC",64,2011-10-10,2.55,15473,"United Kingdom","2011-10","Bulk"
"570280","MISTLETOE HEART WREATH CREAM",48,2011-10-10,3.75,15473,"United Kingdom","2011-10","Bulk"
"570280","PAPER CHAIN KIT VINTAGE CHRISTMAS",80,2011-10-10,2.55,15473,"United Kingdom","2011-10","Bulk"
"570281","WOODEN OWLS LIGHT GARLAND",48,2011-10-10,3.75,17949,"United Kingdom","2011-10","Bulk"
"570281","CHILLI LIGHTS",48,2011-10-10,4.95,17949,"United Kingdom","2011-10","Bulk"
"570281","SET OF 10 LED DOLLY LIGHTS",48,2011-10-10,5.39,17949,"United Kingdom","2011-10","Bulk"
"570338","JUMBO BAG OWLS",200,2011-10-10,1.79,16029,"United Kingdom","2011-10","Bulk"
"570356","JIGSAW TREE WITH WATERING CAN",240,2011-10-10,0.29,15330,"United Kingdom","2011-10","Bulk"
"570356","FEATHER PEN,HOT PINK",120,2011-10-10,0.39,15330,"United Kingdom","2011-10","Bulk"
"570356","FEATHER PEN,LIGHT PINK",96,2011-10-10,0.39,15330,"United Kingdom","2011-10","Bulk"
"570356","FEATHER PEN,COAL BLACK",48,2011-10-10,0.39,15330,"United Kingdom","2011-10","Bulk"
"570356","MAGIC SHEEP WOOL GROWING FROM PAPER",48,2011-10-10,0.85,15330,"United Kingdom","2011-10","Bulk"
"570356","HOUSE SHAPE PENCIL SHARPENER",48,2011-10-10,0.06,15330,"United Kingdom","2011-10","Bulk"
"570356","WOODLAND PARTY BAG + STICKER SET",48,2011-10-10,1.45,15330,"United Kingdom","2011-10","Bulk"
"570356","BAG 125g SWIRLY MARBLES",96,2011-10-10,0.36,15330,"United Kingdom","2011-10","Bulk"
"570407","POPCORN HOLDER",100,2011-10-10,0.72,17186,"United Kingdom","2011-10","Bulk"
"570408","BOUDOIR SQUARE TISSUE BOX",360,2011-10-10,0.39,13685,"United Kingdom","2011-10","Bulk"
"570408","SWALLOW SQUARE TISSUE BOX",360,2011-10-10,0.39,13685,"United Kingdom","2011-10","Bulk"
"570408","CARAVAN SQUARE TISSUE BOX",360,2011-10-10,0.39,13685,"United Kingdom","2011-10","Bulk"
"570408","EMPIRE TISSUE BOX",360,2011-10-10,0.39,13685,"United Kingdom","2011-10","Bulk"
"570408","MOTORING TISSUE BOX",360,2011-10-10,0.39,13685,"United Kingdom","2011-10","Bulk"
"570408","CHRISTMAS PUDDING TRINKET POT",384,2011-10-10,0.39,13685,"United Kingdom","2011-10","Bulk"
"570408","SET/3 CHRISTMAS DECOUPAGE CANDLES",360,2011-10-10,0.95,13685,"United Kingdom","2011-10","Bulk"
"570408","CHRISTMAS DECOUPAGE CANDLE",360,2011-10-10,0.39,13685,"United Kingdom","2011-10","Bulk"
"570429","WHITE HANGING HEART T-LIGHT HOLDER",96,2011-10-10,2.55,13225,"United Kingdom","2011-10","Bulk"
"570429","JUMBO BAG PINK POLKADOT",100,2011-10-10,1.79,13225,"United Kingdom","2011-10","Bulk"
"570429","PLEASE ONE PERSON METAL SIGN",96,2011-10-10,1.85,13225,"United Kingdom","2011-10","Bulk"
"570429","GIN + TONIC DIET METAL SIGN",96,2011-10-10,2.08,13225,"United Kingdom","2011-10","Bulk"
"570441","PAPER CHAIN KIT 50'S CHRISTMAS",40,2011-10-10,2.55,15473,"United Kingdom","2011-10","Bulk"
"570522","FRYING PAN UNION FLAG",72,2011-10-11,3.75,16029,"United Kingdom","2011-10","Bulk"
"570522","JUMBO STORAGE BAG SUKI",100,2011-10-11,1.74,16029,"United Kingdom","2011-10","Bulk"
"570522","JUMBO BAG RED RETROSPOT",300,2011-10-11,1.74,16029,"United Kingdom","2011-10","Bulk"
"570522","JUMBO BAG STRAWBERRY",100,2011-10-11,1.74,16029,"United Kingdom","2011-10","Bulk"
"570522","JUMBO BAG PINK POLKADOT",200,2011-10-11,1.74,16029,"United Kingdom","2011-10","Bulk"
"570522","JUMBO BAG WOODLAND ANIMALS",200,2011-10-11,1.74,16029,"United Kingdom","2011-10","Bulk"
"570522","JAM MAKING SET PRINTED",192,2011-10-11,1.25,16029,"United Kingdom","2011-10","Bulk"
"570557","RED FLORAL FELTCRAFT SHOULDER BAG",144,2011-10-11,3.39,16029,"United Kingdom","2011-10","Bulk"
"570557","FELTCRAFT 6 FLOWER FRIENDS",600,2011-10-11,1.85,16029,"United Kingdom","2011-10","Bulk"
"570557","PINK BLUE FELT CRAFT TRINKET BOX",1296,2011-10-11,1.06,16029,"United Kingdom","2011-10","Bulk"
"570557","FELTCRAFT BUTTERFLY HEARTS",840,2011-10-11,1.25,16029,"United Kingdom","2011-10","Bulk"
"570557","FELTCRAFT CUSHION OWL",144,2011-10-11,3.39,16029,"United Kingdom","2011-10","Bulk"
"570557","FELTCRAFT CUSHION BUTTERFLY",192,2011-10-11,3.39,16029,"United Kingdom","2011-10","Bulk"
"570557","FELTCRAFT CUSHION RABBIT",240,2011-10-11,3.39,16029,"United Kingdom","2011-10","Bulk"
"570557","FELTCRAFT DOLL MOLLY",720,2011-10-11,2.55,16029,"United Kingdom","2011-10","Bulk"
"570659","GREEN SWEETHEART BRACELET",24,2011-10-11,3.75,16120,"United Kingdom","2011-10","Bulk"
"570659","PINK SWEETHEART BRACELET",24,2011-10-11,3.75,16120,"United Kingdom","2011-10","Bulk"
"570659","COLUMBIAN CANDLE RECTANGLE",24,2011-10-11,1.65,16120,"United Kingdom","2011-10","Bulk"
"570662","FELTCRAFT 6 FLOWER FRIENDS",36,2011-10-11,2.1,16120,"United Kingdom","2011-10","Bulk"
"570702","COOK WITH WINE METAL SIGN",48,2011-10-12,1.85,16652,"United Kingdom","2011-10","Bulk"
"570723","SET OF 2 CERAMIC CHRISTMAS TREES",96,2011-10-12,1.25,15267,"United Kingdom","2011-10","Bulk"
"570844","PAPER CHAIN KIT 50'S CHRISTMAS",40,2011-10-12,2.55,15473,"United Kingdom","2011-10","Bulk"
"570848","PAPER CHAIN KIT 50'S CHRISTMAS",40,2011-10-12,2.55,15473,"United Kingdom","2011-10","Bulk"
"570849","PAPER CHAIN KIT VINTAGE CHRISTMAS",40,2011-10-12,2.55,15473,"United Kingdom","2011-10","Bulk"
"570849","PAPER CHAIN KIT 50'S CHRISTMAS",40,2011-10-12,2.55,15473,"United Kingdom","2011-10","Bulk"
"570961","REGENCY SUGAR TONGS",96,2011-10-13,2.08,13784,"United Kingdom","2011-10","Bulk"
"570961","HANGING HEART ZINC T-LIGHT HOLDER",48,2011-10-13,0.85,13784,"United Kingdom","2011-10","Bulk"
"570961","SINGLE HEART ZINC T-LIGHT HOLDER",48,2011-10-13,1.25,13784,"United Kingdom","2011-10","Bulk"
"571050","12 PENCILS SMALL TUBE RED RETROSPOT",24,2011-10-13,0.65,14624,"United Kingdom","2011-10","Bulk"
"571099","PAPER POCKET TRAVELING FAN",384,2011-10-13,0.14,13911,"United Kingdom","2011-10","Bulk"
"571099","ASSORTED COLOURS SILK FAN",60,2011-10-13,0.83,13911,"United Kingdom","2011-10","Bulk"
"571099","PACK OF 12 SUKI TISSUES",48,2011-10-13,0.39,13911,"United Kingdom","2011-10","Bulk"
"571099","WRAP SUKI AND FRIENDS",50,2011-10-13,0.42,13911,"United Kingdom","2011-10","Bulk"
"571199","FANCY FONTS BIRTHDAY WRAP",300,2011-10-14,0.36,17949,"United Kingdom","2011-10","Bulk"
"571218","PACK OF 12 VINTAGE LEAF TISSUES",24,2011-10-14,0.39,17451,"United Kingdom","2011-10","Bulk"
"571218","PACK OF 12 VINTAGE CHRISTMAS TISSUE",24,2011-10-14,0.39,17451,"United Kingdom","2011-10","Bulk"
"571234","SMALL MARSHMALLOWS PINK BOWL",56,2011-10-14,0.42,15856,"United Kingdom","2011-10","Bulk"
"571234","SMALL DOLLY MIX DESIGN ORANGE BOWL",56,2011-10-14,0.42,15856,"United Kingdom","2011-10","Bulk"
"571242","BOX OF 6 CHRISTMAS CAKE DECORATIONS",36,2011-10-14,3.29,17809,"United Kingdom","2011-10","Bulk"
"571242","SET OF 20 VINTAGE CHRISTMAS NAPKINS",96,2011-10-14,0.72,17809,"United Kingdom","2011-10","Bulk"
"571242","36 DOILIES VINTAGE CHRISTMAS",36,2011-10-14,1.45,17809,"United Kingdom","2011-10","Bulk"
"571242","PAPER CHAIN KIT VINTAGE CHRISTMAS",40,2011-10-14,2.55,17809,"United Kingdom","2011-10","Bulk"
"571242","CHRISTMAS CRAFT TREE TOP ANGEL",48,2011-10-14,1.85,17809,"United Kingdom","2011-10","Bulk"
"571242","CHRISTMAS CRAFT WHITE FAIRY",40,2011-10-14,1.25,17809,"United Kingdom","2011-10","Bulk"
"571242","VINTAGE CHRISTMAS GIFT SACK",100,2011-10-14,3.75,17809,"United Kingdom","2011-10","Bulk"
"571242","PACK OF 6 BIRDY GIFT TAGS",144,2011-10-14,1.06,17809,"United Kingdom","2011-10","Bulk"
"571242","JAM MAKING SET PRINTED",48,2011-10-14,1.45,17809,"United Kingdom","2011-10","Bulk"
"571242","WOODEN SCHOOL COLOURING SET",48,2011-10-14,1.65,17809,"United Kingdom","2011-10","Bulk"
"571242","VINTAGE  2 METER FOLDING RULER",48,2011-10-14,1.65,17809,"United Kingdom","2011-10","Bulk"
"571242","GIRAFFE WOODEN RULER",48,2011-10-14,1.95,17809,"United Kingdom","2011-10","Bulk"
"571242","REVOLVER WOODEN RULER",48,2011-10-14,1.95,17809,"United Kingdom","2011-10","Bulk"
"571242","BUNDLE OF 3 ALPHABET EXERCISE BOOKS",48,2011-10-14,1.45,17809,"United Kingdom","2011-10","Bulk"
"571242","BOX OF 24 COCKTAIL PARASOLS",50,2011-10-14,0.42,17809,"United Kingdom","2011-10","Bulk"
"571242","GARDENERS KNEELING PAD CUP OF TEA",48,2011-10-14,1.45,17809,"United Kingdom","2011-10","Bulk"
"571242","ROTATING SILVER ANGELS T-LIGHT HLDR",120,2011-10-14,2.1,17809,"United Kingdom","2011-10","Bulk"
"571250","PIGGY BANK RETROSPOT",36,2011-10-14,2.55,17892,"United Kingdom","2011-10","Bulk"
"571259","RAIN PONCHO RETROSPOT",360,2011-10-16,0.85,12901,"United Kingdom","2011-10","Bulk"
"571261","RAIN PONCHO RETROSPOT",360,2011-10-16,0.85,12901,"United Kingdom","2011-10","Bulk"
"571298","JUMBO BAG RED RETROSPOT",300,2011-10-17,1.79,15769,"United Kingdom","2011-10","Bulk"
"571298","JUMBO BAG APPLES",300,2011-10-17,1.79,15769,"United Kingdom","2011-10","Bulk"
"571298","JUMBO BAG STRAWBERRY",200,2011-10-17,1.79,15769,"United Kingdom","2011-10","Bulk"
"571298","JUMBO BAG PINK POLKADOT",200,2011-10-17,1.79,15769,"United Kingdom","2011-10","Bulk"
"571298","JUMBO BAG ALPHABET",200,2011-10-17,1.79,15769,"United Kingdom","2011-10","Bulk"
"571298","JUMBO BAG SPACEBOY DESIGN",100,2011-10-17,1.79,15769,"United Kingdom","2011-10","Bulk"
"571299","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",100,2011-10-17,1.79,13798,"United Kingdom","2011-10","Bulk"
"571299","JUMBO  BAG BAROQUE BLACK WHITE",100,2011-10-17,1.79,13798,"United Kingdom","2011-10","Bulk"
"571302","GRAND CHOCOLATECANDLE",216,2011-10-17,1.25,12989,"United Kingdom","2011-10","Bulk"
"571302","DOORMAT KEEP CALM AND COME IN",30,2011-10-17,7.08,12989,"United Kingdom","2011-10","Bulk"
"571318","SET OF 3 REGENCY CAKE TINS",96,2011-10-17,4.95,17404,"Sweden","2011-10","Bulk"
"571318","SET OF 3 CAKE TINS PANTRY DESIGN",96,2011-10-17,4.95,17404,"Sweden","2011-10","Bulk"
"571318","SET OF 6 NATIVITY MAGNETS",120,2011-10-17,2.08,17404,"Sweden","2011-10","Bulk"
"571318","MINI PLAYING CARDS GYMKHANA",250,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","MINI PLAYING CARDS DOLLY GIRL",250,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","MINI PLAYING CARDS BUFFALO BILL",250,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","MINI PLAYING CARDS SPACEBOY",250,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","SET OF 3 NOTEBOOKS IN PARCEL",96,2011-10-17,1.65,17404,"Sweden","2011-10","Bulk"
"571318","MINI PAINT SET VINTAGE",576,2011-10-17,0.65,17404,"Sweden","2011-10","Bulk"
"571318","SET 36 COLOURING PENCILS DOILY",128,2011-10-17,1.25,17404,"Sweden","2011-10","Bulk"
"571318","SET 12 COLOUR PENCILS DOLLY GIRL",384,2011-10-17,0.65,17404,"Sweden","2011-10","Bulk"
"571318","SET 12 COLOUR PENCILS SPACEBOY",384,2011-10-17,0.65,17404,"Sweden","2011-10","Bulk"
"571318","SET OF 20 VINTAGE CHRISTMAS NAPKINS",96,2011-10-17,0.85,17404,"Sweden","2011-10","Bulk"
"571318","60 CAKE CASES VINTAGE CHRISTMAS",480,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","SET OF 60 PANTRY DESIGN CAKE CASES",240,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","60 CAKE CASES DOLLY GIRL DESIGN",240,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","PACK OF 60 SPACEBOY CAKE CASES",240,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","PACK OF 72 RETROSPOT CAKE CASES",240,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","60 TEATIME FAIRY CAKE CASES",240,2011-10-17,0.42,17404,"Sweden","2011-10","Bulk"
"571318","SET OF 72 SKULL PAPER  DOILIES",192,2011-10-17,1.45,17404,"Sweden","2011-10","Bulk"
"571318","SET OF 72 RETROSPOT PAPER  DOILIES",192,2011-10-17,1.45,17404,"Sweden","2011-10","Bulk"
"571318","RETROSPOT TEA SET CERAMIC 11 PC",24,2011-10-17,4.95,17404,"Sweden","2011-10","Bulk"
"571318","VINTAGE HEADS AND TAILS CARD GAME",72,2011-10-17,1.25,17404,"Sweden","2011-10","Bulk"
"571318","BAG 250g SWIRLY MARBLES",72,2011-10-17,0.85,17404,"Sweden","2011-10","Bulk"
